This file was created using the 202403 Bloomberg database. It contains
value- and equal-weighted returns for the intersections of 2 ME portfolios
and 3 INV portfolios in Europe.

The portfolios are constructed at the end of June.  ME is market cap at the end
of June. Investment is the change in total assets from the fiscal year ending in year t-2
to the fiscal year ending in t-1, divided by t-2 total assets.
The annual returns are from January to December.

The break points include utilities and include financials.

The portfolios include utilities and include financials.

Missing data are indicated by -99.99.



  Average Value Weighted Returns -- Monthly
,SMALL LoINV,ME1 INV2,SMALL HiINV,BIG LoINV,ME2 INV2,BIG HiINV
200009   ,2297   ,1369   ,1383    ,245    ,326    ,247
200010   ,2281   ,1356   ,1376    ,239    ,324    ,246
200011   ,2265   ,1347   ,1369    ,237    ,320    ,245
200012   ,2254   ,1336   ,1363    ,235    ,318    ,245
200101   ,2237   ,1328   ,1359    ,232    ,317    ,242
200102   ,2222   ,1323   ,1353    ,232    ,315    ,241
200103   ,2207   ,1312   ,1351    ,232    ,314    ,240
200104   ,2190   ,1305   ,1344    ,231    ,311    ,240
200105   ,2184   ,1299   ,1340    ,229    ,309    ,239
200106   ,2175   ,1291   ,1337    ,229    ,307    ,239
200107   ,2221   ,1279   ,1881    ,223    ,295    ,222
200108   ,2212   ,1262   ,1872    ,222    ,294    ,222
200109   ,2200   ,1255   ,1869    ,222    ,294    ,222
200110   ,2184   ,1246   ,1859    ,221    ,292    ,222
200111   ,2173   ,1238   ,1851    ,218    ,292    ,220
200112   ,2155   ,1235   ,1843    ,217    ,292    ,220
200201   ,2132   ,1227   ,1836    ,217    ,290    ,219
200202   ,2120   ,1215   ,1833    ,217    ,290    ,218
200203   ,2109   ,1212   ,1821    ,214    ,290    ,217
200204   ,2102   ,1205   ,1812    ,214    ,290    ,217
200205   ,2095   ,1201   ,1807    ,214    ,290    ,216
200206   ,2084   ,1197   ,1797    ,213    ,290    ,216
200207   ,2353   ,1356   ,1604    ,220    ,291    ,219
200208   ,2324   ,1347   ,1592    ,219    ,289    ,218
200209   ,2302   ,1337   ,1581    ,215    ,286    ,218
200210   ,2286   ,1324   ,1571    ,215    ,284    ,218
200211   ,2262   ,1319   ,1560    ,212    ,284    ,218
200212   ,2254   ,1317   ,1558    ,209    ,283    ,218
200301   ,2234   ,1308   ,1549    ,207    ,281    ,216
200302   ,2219   ,1297   ,1541    ,206    ,280    ,215
200303   ,2205   ,1289   ,1534    ,206    ,279    ,215
200304   ,2195   ,1280   ,1524    ,205    ,275    ,215
200305   ,2182   ,1274   ,1514    ,205    ,274    ,214
200306   ,2165   ,1266   ,1505    ,201    ,274    ,211
200307   ,1975   ,1535   ,1569    ,214    ,283    ,213
200308   ,1961   ,1523   ,1559    ,213    ,283    ,212
200309   ,1949   ,1520   ,1546    ,211    ,283    ,210
200310   ,1939   ,1512   ,1540    ,210    ,283    ,209
200311   ,1921   ,1502   ,1528    ,210    ,282    ,209
200312   ,1909   ,1495   ,1523    ,210    ,282    ,207
200401   ,1896   ,1480   ,1511    ,210    ,278    ,206
200402   ,1886   ,1476   ,1499    ,208    ,277    ,205
200403   ,1876   ,1470   ,1496    ,208    ,276    ,203
200404   ,1865   ,1465   ,1489    ,208    ,273    ,203
200405   ,1861   ,1460   ,1480    ,206    ,272    ,202
200406   ,1857   ,1451   ,1474    ,205    ,270    ,201
200407   ,2101   ,1419   ,1417    ,224    ,296    ,223
200408   ,2082   ,1412   ,1411    ,222    ,294    ,222
200409   ,2071   ,1408   ,1405    ,221    ,292    ,220
200410   ,2059   ,1402   ,1400    ,221    ,292    ,220
200411   ,2051   ,1395   ,1396    ,220    ,290    ,220
200412   ,2025   ,1370   ,1381    ,219    ,289    ,219
200501   ,2026   ,1369   ,1383    ,219    ,289    ,219
200502   ,2018   ,1365   ,1379    ,218    ,289    ,217
200503   ,2008   ,1362   ,1371    ,216    ,289    ,217
200504   ,2001   ,1360   ,1369    ,215    ,288    ,217
200505   ,1991   ,1357   ,1365    ,214    ,287    ,217
200506   ,1971   ,1352   ,1360    ,212    ,284    ,216
200507   ,1874   ,1332   ,1737    ,236    ,314    ,236
200508   ,1858   ,1327   ,1731    ,233    ,312    ,236
200509   ,1849   ,1321   ,1728    ,233    ,312    ,236
200510   ,1841   ,1313   ,1721    ,232    ,312    ,235
200511   ,1832   ,1306   ,1715    ,232    ,312    ,235
200512   ,1820   ,1297   ,1705    ,231    ,311    ,235
200601   ,1805   ,1289   ,1698    ,230    ,306    ,234
200602   ,1797   ,1281   ,1694    ,229    ,304    ,234
200603   ,1785   ,1271   ,1692    ,228    ,302    ,234
200604   ,1772   ,1265   ,1686    ,226    ,301    ,234
200605   ,1765   ,1262   ,1682    ,225    ,300    ,234
200606   ,1761   ,1257   ,1676    ,224    ,300    ,234
200607   ,2171   ,1169   ,1783    ,255    ,337    ,254
200608   ,2156   ,1159   ,1772    ,253    ,332    ,254
200609   ,2146   ,1153   ,1761    ,250    ,331    ,254
200610   ,2130   ,1142   ,1752    ,247    ,330    ,253
200611   ,2102   ,1133   ,1744    ,247    ,328    ,253
200612   ,2084   ,1133   ,1739    ,245    ,328    ,252
200701   ,2068   ,1127   ,1730    ,241    ,326    ,252
200702   ,2057   ,1118   ,1724    ,240    ,326    ,250
200703   ,2045   ,1112   ,1713    ,239    ,326    ,250
200704   ,2032   ,1107   ,1703    ,238    ,325    ,249
200705   ,2027   ,1099   ,1699    ,236    ,324    ,247
200706   ,2011   ,1091   ,1690    ,235    ,324    ,247
200707   ,1839   ,1484   ,1997    ,265    ,353    ,266
200708   ,1830   ,1481   ,1987    ,262    ,351    ,266
200709   ,1818   ,1473   ,1980    ,261    ,351    ,264
200710   ,1805   ,1468   ,1972    ,259    ,351    ,262
200711   ,1794   ,1460   ,1957    ,258    ,351    ,262
200712   ,1779   ,1453   ,1949    ,257    ,350    ,260
200801   ,1764   ,1442   ,1943    ,257    ,348    ,258
200802   ,1754   ,1438   ,1936    ,256    ,347    ,258
200803   ,1744   ,1430   ,1927    ,255    ,344    ,256
200804   ,1729   ,1426   ,1922    ,255    ,344    ,255
200805   ,1719   ,1423   ,1911    ,254    ,341    ,254
200806   ,1702   ,1416   ,1905    ,252    ,340    ,251
200807   ,1975   ,1389   ,2067    ,239    ,319    ,239
200808   ,1960   ,1384   ,2059    ,238    ,318    ,238
200809   ,1952   ,1376   ,2045    ,237    ,318    ,237
200810   ,1937   ,1371   ,2036    ,235    ,316    ,237
200811   ,1925   ,1368   ,2020    ,234    ,315    ,236
200812   ,1917   ,1363   ,2012    ,234    ,315    ,236
200901   ,1896   ,1346   ,1988    ,233    ,314    ,236
200902   ,1890   ,1343   ,1979    ,233    ,312    ,236
200903   ,1880   ,1334   ,1963    ,228    ,310    ,236
200904   ,1865   ,1328   ,1945    ,228    ,309    ,236
200905   ,1856   ,1323   ,1929    ,227    ,309    ,236
200906   ,1844   ,1318   ,1917    ,226    ,309    ,236
200907   ,2249   ,1338   ,1485    ,214    ,286    ,214
200908   ,2235   ,1331   ,1479    ,214    ,286    ,214
200909   ,2226   ,1324   ,1471    ,213    ,286    ,214
200910   ,2214   ,1319   ,1467    ,211    ,284    ,213
200911   ,2199   ,1308   ,1456    ,211    ,282    ,212
200912   ,2190   ,1304   ,1451    ,209    ,282    ,212
201001   ,2170   ,1298   ,1436    ,208    ,281    ,212
201002   ,2157   ,1293   ,1428    ,208    ,281    ,212
201003   ,2148   ,1287   ,1422    ,208    ,281    ,212
201004   ,2136   ,1281   ,1414    ,207    ,280    ,212
201005   ,2125   ,1278   ,1408    ,207    ,278    ,211
201006   ,2119   ,1275   ,1400    ,207    ,276    ,211
201007   ,2411   ,1165   ,1279    ,215    ,285    ,215
201008   ,2399   ,1155   ,1270    ,215    ,284    ,214
201009   ,2387   ,1150   ,1268    ,215    ,283    ,214
201010   ,2376   ,1148   ,1258    ,214    ,282    ,214
201011   ,2362   ,1142   ,1255    ,214    ,282    ,213
201012   ,2348   ,1136   ,1247    ,214    ,282    ,212
201101   ,2333   ,1127   ,1241    ,214    ,281    ,212
201102   ,2319   ,1124   ,1235    ,212    ,280    ,211
201103   ,2311   ,1121   ,1231    ,212    ,280    ,211
201104   ,2293   ,1116   ,1223    ,212    ,280    ,210
201105   ,2277   ,1111   ,1213    ,212    ,280    ,210
201106   ,2269   ,1108   ,1208    ,212    ,278    ,210
201107   ,2252   ,1181   ,1405    ,212    ,280    ,213
201108   ,2238   ,1177   ,1398    ,211    ,280    ,212
201109   ,2231   ,1172   ,1393    ,211    ,279    ,211
201110   ,2218   ,1169   ,1384    ,211    ,279    ,210
201111   ,2205   ,1165   ,1376    ,210    ,279    ,208
201112   ,2194   ,1158   ,1367    ,210    ,279    ,208
201201   ,2182   ,1150   ,1362    ,209    ,279    ,208
201202   ,2164   ,1143   ,1358    ,209    ,279    ,208
201203   ,2144   ,1137   ,1351    ,209    ,279    ,208
201204   ,2128   ,1127   ,1344    ,208    ,278    ,208
201205   ,2118   ,1126   ,1340    ,207    ,278    ,208
201206   ,2108   ,1122   ,1334    ,207    ,277    ,208
201207   ,2128   ,1079   ,1423    ,191    ,261    ,198
201208   ,2119   ,1071   ,1419    ,190    ,261    ,198
201209   ,2108   ,1062   ,1413    ,189    ,260    ,198
201210   ,2099   ,1061   ,1406    ,189    ,259    ,198
201211   ,2089   ,1059   ,1398    ,189    ,259    ,198
201212   ,2072   ,1051   ,1392    ,189    ,259    ,198
201301   ,2054   ,1046   ,1383    ,189    ,259    ,197
201302   ,2041   ,1044   ,1378    ,189    ,259    ,197
201303   ,2031   ,1042   ,1376    ,189    ,259    ,197
201304   ,2021   ,1039   ,1365    ,187    ,259    ,196
201305   ,2017   ,1037   ,1358    ,187    ,258    ,196
201306   ,2001   ,1032   ,1353    ,186    ,257    ,196
201307   ,2037   ,1042   ,1376    ,196    ,260    ,196
201308   ,2026   ,1036   ,1369    ,195    ,259    ,196
201309   ,2020   ,1035   ,1363    ,194    ,259    ,196
201310   ,2011   ,1032   ,1362    ,194    ,258    ,196
201311   ,1998   ,1031   ,1358    ,193    ,258    ,196
201312   ,1994   ,1030   ,1348    ,193    ,257    ,196
201401   ,1988   ,1028   ,1342    ,191    ,257    ,195
201402   ,1976   ,1024   ,1336    ,190    ,257    ,195
201403   ,1972   ,1024   ,1331    ,190    ,257    ,195
201404   ,1960   ,1022   ,1319    ,190    ,257    ,195
201405   ,1955   ,1016   ,1314    ,190    ,257    ,195
201406   ,1949   ,1011   ,1309    ,190    ,257    ,194
201407   ,1793   ,1122   ,1596    ,212    ,283    ,212
201408   ,1779   ,1120   ,1587    ,211    ,283    ,212
201409   ,1768   ,1116   ,1585    ,211    ,282    ,212
201410   ,1760   ,1115   ,1582    ,211    ,281    ,212
201411   ,1753   ,1109   ,1576    ,211    ,280    ,212
201412   ,1747   ,1104   ,1570    ,211    ,280    ,212
201501   ,1734   ,1097   ,1566    ,211    ,279    ,211
201502   ,1722   ,1093   ,1562    ,211    ,279    ,211
201503   ,1709   ,1091   ,1552    ,211    ,279    ,211
201504   ,1698   ,1087   ,1541    ,211    ,279    ,211
201505   ,1684   ,1080   ,1536    ,210    ,276    ,210
201506   ,1673   ,1077   ,1532    ,210    ,276    ,210
201507   ,1958   ,1039   ,1526    ,214    ,286    ,214
201508   ,1951   ,1034   ,1522    ,214    ,285    ,214
201509   ,1945   ,1030   ,1516    ,214    ,285    ,212
201510   ,1935   ,1024   ,1511    ,214    ,284    ,210
201511   ,1917   ,1019   ,1505    ,213    ,284    ,210
201512   ,1907   ,1019   ,1498    ,213    ,283    ,210
201601   ,1893   ,1014   ,1494    ,211    ,283    ,209
201602   ,1882   ,1010   ,1487    ,211    ,282    ,209
201603   ,1866   ,1003   ,1480    ,210    ,280    ,208
201604   ,1850   ,1000   ,1475    ,210    ,280    ,207
201605   ,1842    ,996   ,1470    ,209    ,280    ,207
201606   ,1835    ,993   ,1466    ,207    ,280    ,207
201607   ,1686   ,1214   ,1582    ,220    ,292    ,220
201608   ,1676   ,1206   ,1578    ,219    ,291    ,220
201609   ,1670   ,1199   ,1575    ,219    ,291    ,220
201610   ,1659   ,1194   ,1567    ,219    ,291    ,219
201611   ,1650   ,1190   ,1562    ,217    ,291    ,219
201612   ,1639   ,1187   ,1559    ,217    ,290    ,219
201701   ,1626   ,1177   ,1553    ,217    ,289    ,219
201702   ,1617   ,1172   ,1546    ,217    ,288    ,219
201703   ,1611   ,1167   ,1539    ,217    ,288    ,219
201704   ,1606   ,1164   ,1536    ,216    ,288    ,219
201705   ,1598   ,1164   ,1533    ,216    ,288    ,219
201706   ,1591   ,1160   ,1530    ,216    ,288    ,219
201707   ,1875   ,1179   ,1445    ,235    ,314    ,236
201708   ,1864   ,1172   ,1440    ,235    ,312    ,235
201709   ,1851   ,1168   ,1436    ,234    ,311    ,235
201710   ,1840   ,1166   ,1433    ,234    ,311    ,234
201711   ,1833   ,1160   ,1428    ,234    ,310    ,234
201712   ,1828   ,1155   ,1425    ,234    ,309    ,234
201801   ,1821   ,1151   ,1421    ,234    ,308    ,233
201802   ,1807   ,1148   ,1417    ,232    ,308    ,232
201803   ,1799   ,1146   ,1411    ,231    ,308    ,232
201804   ,1797   ,1144   ,1409    ,231    ,306    ,231
201805   ,1790   ,1141   ,1403    ,231    ,306    ,231
201806   ,1777   ,1138   ,1399    ,231    ,306    ,230
201807   ,1476   ,1254   ,1846    ,236    ,316    ,236
201808   ,1467   ,1251   ,1843    ,236    ,316    ,235
201809   ,1462   ,1244   ,1841    ,235    ,316    ,235
201810   ,1455   ,1242   ,1836    ,234    ,315    ,235
201811   ,1444   ,1238   ,1832    ,234    ,315    ,235
201812   ,1437   ,1235   ,1826    ,232    ,314    ,234
201901   ,1424   ,1224   ,1820    ,232    ,314    ,234
201902   ,1419   ,1223   ,1818    ,232    ,311    ,234
201903   ,1412   ,1222   ,1811    ,232    ,311    ,234
201904   ,1406   ,1216   ,1807    ,230    ,310    ,234
201905   ,1395   ,1210   ,1802    ,229    ,309    ,234
201906   ,1388   ,1202   ,1793    ,228    ,309    ,234
201907   ,1857   ,1026   ,1719    ,220    ,295    ,221
201908   ,1843   ,1025   ,1713    ,219    ,295    ,221
201909   ,1837   ,1018   ,1710    ,219    ,295    ,220
201910   ,1828   ,1016   ,1703    ,219    ,295    ,219
201911   ,1817   ,1013   ,1699    ,219    ,294    ,219
201912   ,1813   ,1009   ,1697    ,219    ,293    ,219
202001   ,1804   ,1002   ,1689    ,218    ,293    ,219
202002   ,1786    ,998   ,1681    ,217    ,293    ,217
202003   ,1775    ,995   ,1676    ,217    ,292    ,216
202004   ,1765    ,992   ,1671    ,217    ,292    ,215
202005   ,1761    ,989   ,1665    ,217    ,292    ,214
202006   ,1754    ,985   ,1658    ,217    ,292    ,214
202007   ,2003   ,1098   ,1455    ,212    ,282    ,212
202008   ,1998   ,1092   ,1449    ,212    ,282    ,212
202009   ,1990   ,1091   ,1446    ,212    ,282    ,212
202010   ,1983   ,1088   ,1443    ,211    ,282    ,212
202011   ,1975   ,1079   ,1440    ,210    ,282    ,212
202012   ,1965   ,1070   ,1440    ,209    ,280    ,209
202101   ,1958   ,1067   ,1434    ,209    ,280    ,209
202102   ,1950   ,1064   ,1428    ,209    ,278    ,208
202103   ,1943   ,1061   ,1424    ,209    ,278    ,208
202104   ,1933   ,1058   ,1420    ,208    ,278    ,208
202105   ,1925   ,1058   ,1416    ,207    ,278    ,207
202106   ,1920   ,1051   ,1414    ,207    ,278    ,206
202107   ,1766   ,1157   ,1743    ,238    ,317    ,238
202108   ,1756   ,1153   ,1737    ,238    ,316    ,238
202109   ,1746   ,1146   ,1727    ,235    ,316    ,237
202110   ,1738   ,1143   ,1722    ,235    ,316    ,237
202111   ,1734   ,1138   ,1715    ,235    ,315    ,236
202112   ,1730   ,1133   ,1709    ,235    ,315    ,236
202201   ,1720   ,1130   ,1705    ,235    ,315    ,236
202202   ,1713   ,1129   ,1700    ,234    ,312    ,235
202203   ,1703   ,1125   ,1695    ,234    ,311    ,235
202204   ,1694   ,1123   ,1689    ,234    ,311    ,235
202205   ,1687   ,1118   ,1685    ,234    ,311    ,235
202206   ,1681   ,1116   ,1678    ,233    ,310    ,235
202207   ,1874   ,1073   ,1866    ,226    ,302    ,226
202208   ,1868   ,1068   ,1862    ,226    ,301    ,226
202209   ,1865   ,1063   ,1854    ,224    ,301    ,226
202210   ,1854   ,1057   ,1850    ,223    ,300    ,226
202211   ,1851   ,1052   ,1845    ,222    ,300    ,226
202212   ,1838   ,1050   ,1838    ,222    ,299    ,225
202301   ,1825   ,1048   ,1831    ,220    ,299    ,225
202302   ,1814   ,1045   ,1828    ,219    ,298    ,224
202303   ,1808   ,1041   ,1823    ,218    ,298    ,223
202304   ,1805   ,1036   ,1817    ,218    ,298    ,223
202305   ,1801   ,1035   ,1812    ,218    ,298    ,223
202306   ,1792   ,1030   ,1806    ,217    ,298    ,223
202307   ,1943   ,1290   ,1614    ,200    ,267    ,200
202308   ,1934   ,1286   ,1609    ,200    ,267    ,200
202309   ,1926   ,1281   ,1604    ,200    ,267    ,200
202310   ,1920   ,1277   ,1592    ,200    ,267    ,200
202311   ,1909   ,1274   ,1583    ,199    ,267    ,198
202312   ,1901   ,1270   ,1577    ,199    ,267    ,197
202401   ,1885   ,1263   ,1568    ,199    ,265    ,197
202402   ,1866   ,1256   ,1563    ,199    ,263    ,197
202403   ,1852   ,1250   ,1556    ,199    ,263    ,197



  Average Firm Size
,SMALL LoINV,ME1 INV2,SMALL HiINV,BIG LoINV,ME2 INV2,BIG HiINV
199007       ,97.24      ,110.24      ,100.63     ,2303.09     ,2478.92     ,2216.05
199008      ,102.35      ,115.62      ,104.69     ,2431.84     ,2579.61     ,2315.91
199009       ,92.45      ,103.68       ,93.05     ,2209.39     ,2295.57     ,2058.14
199010       ,83.46       ,93.31       ,82.51     ,1959.34     ,2029.45     ,1784.07
199011       ,86.79       ,98.85       ,86.08     ,2097.48     ,2179.06     ,1922.77
199012       ,84.72       ,96.58       ,83.93     ,2101.49     ,2181.05     ,1938.49
199101       ,84.37       ,96.74       ,82.95     ,2074.17     ,2155.39     ,1908.64
199102       ,83.65       ,95.02       ,80.82     ,2086.22     ,2215.66     ,1966.45
199103       ,90.01      ,103.90       ,88.63     ,2220.66     ,2385.53     ,2142.59
199104       ,84.49       ,98.41       ,85.49     ,2058.64     ,2244.45     ,1990.56
199105       ,83.39       ,97.84       ,83.75     ,2062.74     ,2226.89     ,1953.53
199106       ,82.27       ,96.17       ,80.86     ,2079.26     ,2267.93     ,1946.99
199107       ,67.61       ,97.62       ,86.45     ,1997.34     ,2168.33     ,1956.22
199108       ,68.76      ,100.44       ,88.49     ,2116.47     ,2284.54     ,2066.97
199109       ,69.11      ,101.96       ,88.93     ,2161.15     ,2324.64     ,2104.03
199110       ,72.77      ,106.51       ,93.07     ,2195.36     ,2407.07     ,2176.91
199111       ,70.81      ,103.76       ,89.53     ,2137.66     ,2353.18     ,2147.34
199112       ,69.64      ,102.31       ,87.79     ,2081.25     ,2306.98     ,2110.00
199201       ,70.52      ,106.45       ,90.34     ,2212.53     ,2472.44     ,2267.26
199202       ,70.30      ,105.59       ,89.23     ,2205.15     ,2480.25     ,2258.89
199203       ,70.49      ,104.94       ,88.50     ,2182.32     ,2486.32     ,2260.08
199204       ,67.85      ,102.22       ,85.57     ,2121.42     ,2391.73     ,2173.73
199205       ,71.40      ,105.01       ,88.67     ,2250.42     ,2514.72     ,2264.96
199206       ,75.13      ,111.08       ,92.44     ,2354.15     ,2628.98     ,2372.89
199207       ,74.20      ,101.85      ,107.33     ,2229.58     ,2845.45     ,2273.87
199208       ,69.27       ,97.66      ,100.94     ,2133.94     ,2739.59     ,2177.12
199209       ,67.15       ,96.95       ,99.18     ,2100.73     ,2727.89     ,2179.38
199210       ,63.13       ,90.76       ,93.45     ,2047.30     ,2668.33     ,2095.58
199211       ,56.79       ,82.47       ,85.05     ,1861.50     ,2479.55     ,1953.12
199212       ,55.65       ,80.22       ,81.24     ,1854.06     ,2476.18     ,1942.98
199301       ,56.70       ,79.90       ,82.15     ,1879.00     ,2503.47     ,1968.56
199302       ,59.52       ,82.65       ,84.77     ,1890.39     ,2514.23     ,1972.85
199303       ,59.89       ,83.63       ,84.91     ,1911.48     ,2557.53     ,1996.75
199304       ,64.48       ,88.60       ,89.74     ,2037.27     ,2701.21     ,2069.27
199305       ,68.53       ,93.46       ,93.94     ,2080.01     ,2728.86     ,2102.26
199306       ,69.53       ,94.13       ,94.73     ,2112.19     ,2740.46     ,2108.33
199307       ,61.73       ,93.74       ,88.52     ,1709.79     ,2745.67     ,2505.86
199308       ,62.32       ,94.18       ,88.80     ,1745.89     ,2774.00     ,2516.63
199309       ,68.41      ,103.42       ,97.37     ,1884.68     ,3026.33     ,2732.43
199310       ,68.63      ,103.85       ,97.41     ,1875.08     ,3007.74     ,2701.24
199311       ,69.38      ,105.11       ,98.17     ,1923.99     ,3098.67     ,2785.33
199312       ,68.34      ,103.79       ,96.05     ,1891.09     ,3032.10     ,2708.59
199401       ,72.51      ,109.43      ,100.50     ,2014.62     ,3263.76     ,2905.18
199402       ,82.73      ,121.49      ,111.86     ,2158.38     ,3438.82     ,3042.56
199403       ,83.57      ,121.86      ,112.35     ,2103.49     ,3317.20     ,2893.70
199404       ,81.60      ,121.50      ,111.18     ,2038.22     ,3247.09     ,2773.02
199405       ,84.99      ,125.82      ,114.69     ,2128.88     ,3386.81     ,2870.36
199406       ,82.97      ,122.28      ,111.20     ,2033.29     ,3256.26     ,2731.83
199407       ,72.12       ,99.11      ,101.12     ,2104.82     ,2932.16     ,2456.92
199408       ,73.49      ,101.27      ,102.95     ,2212.95     ,3088.81     ,2561.65
199409       ,74.20      ,102.87      ,104.29     ,2251.17     ,3173.51     ,2622.73
199410       ,73.43      ,102.88      ,103.17     ,2182.17     ,3033.01     ,2545.14
199411       ,74.27      ,104.47      ,104.07     ,2274.74     ,3170.55     ,2642.37
199412       ,70.90       ,99.45       ,99.60     ,2168.72     ,3029.92     ,2543.44
199501       ,70.85       ,99.80       ,99.31     ,2145.34     ,3048.23     ,2564.20
199502       ,71.48       ,99.79       ,99.81     ,2129.71     ,2992.81     ,2532.70
199503       ,72.80      ,102.08      ,100.87     ,2143.03     ,3077.49     ,2601.99
199504       ,73.10      ,105.20      ,103.03     ,2240.96     ,3199.77     ,2688.04
199505       ,73.94      ,106.23      ,104.98     ,2294.08     ,3297.51     ,2784.78
199506       ,74.65      ,107.67      ,107.15     ,2317.75     ,3352.23     ,2845.39
199507       ,84.53      ,103.13      ,108.15     ,2849.61     ,3404.01     ,2780.30
199508       ,86.15      ,105.10      ,111.97     ,2942.49     ,3546.12     ,2933.86
199509       ,83.64      ,102.44      ,108.40     ,2829.45     ,3404.35     ,2837.82
199510       ,85.20      ,104.03      ,110.90     ,2878.93     ,3507.27     ,2925.66
199511       ,82.58      ,102.99      ,109.68     ,2869.16     ,3505.52     ,2911.95
199512       ,80.08       ,99.74      ,106.22     ,2872.56     ,3549.36     ,2891.46
199601       ,80.70      ,100.97      ,108.02     ,2951.03     ,3624.08     ,2987.74
199602       ,81.32      ,101.29      ,109.69     ,2981.07     ,3660.46     ,2990.24
199603       ,84.46      ,105.06      ,113.95     ,3029.74     ,3736.08     ,3081.99
199604       ,85.67      ,106.26      ,116.11     ,3098.48     ,3733.16     ,3124.65
199605       ,87.02      ,107.20      ,117.44     ,3134.13     ,3742.17     ,3176.07
199606       ,89.00      ,110.22      ,121.39     ,3145.93     ,3793.75     ,3207.99
199607       ,94.58      ,113.50      ,120.48     ,3698.80     ,4168.20     ,2891.01
199608       ,93.10      ,111.97      ,117.70     ,3610.10     ,4124.03     ,2838.80
199609       ,93.64      ,113.62      ,120.99     ,3706.75     ,4234.70     ,2930.93
199610       ,92.41      ,111.93      ,120.38     ,3774.10     ,4329.56     ,2972.73
199611       ,94.23      ,114.90      ,123.59     ,3815.31     ,4432.96     ,3037.32
199612       ,95.85      ,117.91      ,126.61     ,3993.87     ,4630.99     ,3184.95
199701       ,98.46      ,120.71      ,129.45     ,4001.56     ,4641.01     ,3234.69
199702       ,99.70      ,121.36      ,130.97     ,4093.26     ,4571.84     ,3244.87
199703      ,100.66      ,123.88      ,133.05     ,4072.27     ,4655.40     ,3292.53
199704      ,103.37      ,125.93      ,134.22     ,4207.76     ,4735.48     ,3354.05
199705      ,100.93      ,123.35      ,131.72     ,4195.81     ,4751.93     ,3304.39
199706      ,104.44      ,127.59      ,135.96     ,4345.54     ,4963.12     ,3466.82
199707      ,110.62      ,137.74      ,146.47     ,4641.35     ,5641.04     ,4814.40
199708      ,108.74      ,135.67      ,145.16     ,4724.09     ,5923.33     ,4958.92
199709      ,108.74      ,135.48      ,145.77     ,4575.14     ,5509.80     ,4664.59
199710      ,116.16      ,143.23      ,154.61     ,5021.50     ,5991.63     ,5145.01
199711      ,115.29      ,142.40      ,153.39     ,4774.28     ,5710.59     ,4893.06
199712      ,112.92      ,140.26      ,150.82     ,4734.44     ,5797.49     ,5040.49
199801      ,112.31      ,139.15      ,150.04     ,4781.41     ,5993.29     ,5214.52
199802      ,115.82      ,141.42      ,153.55     ,4950.31     ,6208.94     ,5370.76
199803      ,123.44      ,150.90      ,162.15     ,5280.79     ,6739.42     ,5899.73
199804      ,134.61      ,162.82      ,178.58     ,5678.51     ,7132.39     ,6366.77
199805      ,137.87      ,168.69      ,188.13     ,5821.35     ,7232.52     ,6608.43
199806      ,143.55      ,176.07      ,197.68     ,5853.60     ,7372.42     ,6831.89
199807      ,133.27      ,186.50      ,175.94     ,7108.67     ,6790.01     ,8902.54
199808      ,129.56      ,185.39      ,175.70     ,7024.64     ,6867.61     ,9422.53
199809      ,117.84      ,167.40      ,152.61     ,6335.03     ,6127.84     ,8070.27
199810      ,112.45      ,160.78      ,144.87     ,6320.18     ,5789.27     ,7402.01
199811      ,114.34      ,164.68      ,147.01     ,6659.44     ,6203.92     ,8126.72
199812      ,115.41      ,168.21      ,150.92     ,6938.97     ,6470.79     ,8708.58
199901      ,115.15      ,167.54      ,152.31     ,7142.79     ,6749.57     ,8822.22
199902      ,112.71      ,165.32      ,156.27     ,7043.76     ,6692.72     ,8967.35
199903      ,112.31      ,164.37      ,157.57     ,7052.58     ,6582.22     ,8633.15
199904      ,113.55      ,163.71      ,156.95     ,7186.62     ,6512.19     ,8663.38
199905      ,116.92      ,168.49      ,163.62     ,7339.20     ,6791.27     ,8711.13
199906      ,116.79      ,168.00      ,162.90     ,7081.64     ,6531.03     ,8236.15
199907      ,129.57      ,178.47      ,174.57     ,9138.08     ,9200.52     ,6733.70
199908      ,133.94      ,183.34      ,183.61     ,9512.47     ,9195.53     ,6781.51
199909      ,138.71      ,189.29      ,195.33     ,9477.53     ,9423.16     ,6999.57
199910      ,138.15      ,191.74      ,198.74     ,9409.34     ,9351.88     ,7157.88
199911      ,138.06      ,190.27      ,204.34     ,9556.23     ,9600.94     ,7317.91
199912      ,138.64      ,189.10      ,216.80     ,9754.03     ,9700.95     ,7772.00
200001      ,143.04      ,195.85      ,233.70    ,10588.02    ,10500.14     ,9136.56
200002      ,143.46      ,190.63      ,241.86     ,9574.58     ,9615.01     ,8736.74
200003      ,150.57      ,194.74      ,269.63     ,9924.84    ,10028.10     ,9667.72
200004      ,146.92      ,192.92      ,255.86    ,10362.56    ,10388.21     ,9386.73
200005      ,135.71      ,178.58      ,226.21     ,9639.95    ,10091.77     ,8871.68
200006      ,137.70      ,182.59      ,221.14     ,9857.05    ,10192.21     ,8617.03
200007      ,135.24      ,211.00      ,231.79     ,9584.05    ,11386.46     ,9879.23
200008      ,133.05      ,209.71      ,225.74     ,9480.46    ,11285.65     ,9870.48
200009      ,131.93      ,209.29      ,225.46     ,9506.49    ,11158.49     ,9738.02
